year,date,stage,course,distance,type,winner,distance_km,winner_name,winner_country_code,stage_type_group,decade,stages_count,starters,finishers,completion_rate,completion_pct
1913,1913-07-27,15,Dunkerque to Paris,340 km (210 mi),Plain stage,Marcel Buysse (BEL),340.0,Marcel Buysse,BEL,Flat,1910,15,140,25,0.17857142857142858,17.857142857142858
1914,1914-06-28,1,Paris to Le Havre,388 km (241 mi),Plain stage,Philippe Thys (BEL),388.0,Philippe Thys,BEL,Flat,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-06-30,2,Le Havre to Cherbourg-en-Cotentin,364 km (226 mi),Plain stage,Jean Rossius (BEL),364.0,Jean Rossius,BEL,Flat,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-02,3,Cherbourg to Brest,405 km (252 mi),Plain stage,Emile Engel (FRA),405.0,Emile Engel,FRA,Flat,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-04,4,Brest to La Rochelle,470 km (290 mi),Plain stage,Oscar Egg (SUI),470.0,Oscar Egg,SUI,Flat,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-06,5,La Rochelle to Bayonne,376 km (234 mi),Plain stage,Oscar Egg (SUI),376.0,Oscar Egg,SUI,Flat,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-08,6,Bayonne to Luchon,326 km (203 mi),Stage with mountain(s),Firmin Lambot (BEL),326.0,Firmin Lambot,BEL,Mountain,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-10,7,Luchon to Perpignan,323 km (201 mi),Stage with mountain(s),Jean Alavoine (FRA),323.0,Jean Alavoine,FRA,Mountain,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-12,8,Perpignan to Marseille,370 km (230 mi),Plain stage,Octave Lapize (FRA),370.0,Octave Lapize,FRA,Flat,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-14,9,Marseille to Nice,338 km (210 mi),Stage with mountain(s),Jean Rossius (BEL),338.0,Jean Rossius,BEL,Mountain,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-16,10,Nice to Grenoble,323 km (201 mi),Stage with mountain(s),Henri P̩lissier (FRA),323.0,Henri P̩lissier,FRA,Mountain,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-18,11,Grenoble to Geneva,325 km (202 mi),Stage with mountain(s),Gustave Garrigou (FRA),325.0,Gustave Garrigou,FRA,Mountain,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-20,12,Geneva to Belfort,325 km (202 mi),Stage with mountain(s),Henri P̩lissier (FRA),325.0,Henri P̩lissier,FRA,Mountain,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-22,13,Belfort to Longwy,325 km (202 mi),Stage with mountain(s),Fran̤ois Faber (LUX),325.0,Fran̤ois Faber,LUX,Mountain,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-24,14,Longwy to Dunkerque,390 km (240 mi),Plain stage,Fran̤ois Faber (LUX),390.0,Fran̤ois Faber,LUX,Flat,1910,15,145,54,0.3724137931034483,37.24137931034483
1914,1914-07-26,15,Dunkerque to Paris,340 km (210 mi),Plain stage,Henri P̩lissier (FRA),340.0,Henri P̩lissier,FRA,Flat,1910,15,145,54,0.3724137931034483,37.24137931034483
1919,1919-06-29,1,Paris to Le Havre,388 km (241 mi),Plain stage,Jean Rossius (BEL),388.0,Jean Rossius,BEL,Flat,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-01,2,Le Havre to Cherbourg-en-Cotentin,364 km (226 mi),Plain stage,Henri P̩lissier (FRA),364.0,Henri P̩lissier,FRA,Flat,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-03,3,Cherbourg to Brest,405 km (252 mi),Plain stage,Francis P̩lissier (FRA),405.0,Francis P̩lissier,FRA,Flat,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-05,4,Brest to Les Sables-d'Olonne,412 km (256 mi),Plain stage,Jean Alavoine (FRA),412.0,Jean Alavoine,FRA,Flat,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-07,5,Les Sables-d'Olonne to Bayonne,482 km (300 mi),Plain stage,Jean Alavoine (FRA),482.0,Jean Alavoine,FRA,Flat,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-09,6,Bayonne to Luchon,326 km (203 mi),Stage with mountain,Honore Barthelemy (FRA),326.0,Honore Barthelemy,FRA,Mountain,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-11,7,Luchon to Perpignan,323 km (201 mi),Stage with mountain,Jean Alavoine (FRA),323.0,Jean Alavoine,FRA,Mountain,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-13,8,Perpignan to Marseille,370 km (230 mi),Plain stage,Jean Alavoine (FRA),370.0,Jean Alavoine,FRA,Flat,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-15,9,Marseille to Nice,338 km (210 mi),Stage with mountain,Honor̩ Barth̩lemy (FRA),338.0,Honor̩ Barth̩lemy,FRA,Mountain,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-17,10,Nice to Grenoble,333 km (207 mi),Stage with mountain,Honor̩ Barth̩lemy (FRA),333.0,Honor̩ Barth̩lemy,FRA,Mountain,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-19,11,Grenoble to Geneva,325 km (202 mi),Stage with mountain,Honor̩ Barth̩lemy (FRA),325.0,Honor̩ Barth̩lemy,FRA,Mountain,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-21,12,Geneva to Strasbourg,371 km (231 mi),Stage with mountain,Luigi Lucotti (ITA),371.0,Luigi Lucotti,ITA,Mountain,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-23,13,Strasbourg to Metz,315 km (196 mi),Plain stage,Luigi Lucotti (ITA),315.0,Luigi Lucotti,ITA,Flat,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-25,14,Metz to Dunkerque,468 km (291 mi),Plain stage,Firmin Lambot (BEL),468.0,Firmin Lambot,BEL,Flat,1910,15,69,10,0.14492753623188406,14.492753623188406
1919,1919-07-27,15,Dunkerque to Paris,340 km (210 mi),Plain stage,Jean Alavoine (FRA),340.0,Jean Alavoine,FRA,Flat,1910,15,69,10,0.14492753623188406,14.492753623188406
1920,1920-06-27,1,Paris to Le Havre,388 km (241 mi),Plain stage,Louis Mottiat (BEL),388.0,Louis Mottiat,BEL,Flat,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-06-29,2,Le Havre to Cherbourg-en-Cotentin,364 km (226 mi),Plain stage,Philippe Thys (BEL),364.0,Philippe Thys,BEL,Flat,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-01,3,Cherbourg to Brest,405 km (252 mi),Plain stage,Henri P̩lissier (FRA),405.0,Henri P̩lissier,FRA,Flat,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-03,4,Brest to Les Sables d'Olonne,412 km (256 mi),Plain stage,Henri P̩lissier (FRA),412.0,Henri P̩lissier,FRA,Flat,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-05,5,Les Sables d'Olonne to Bayonne,482 km (300 mi),Plain stage,Firmin Lambot (BEL),482.0,Firmin Lambot,BEL,Flat,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-07,6,Bayonne to Luchon,326 km (203 mi),Stage with mountain,Firmin Lambot (BEL),326.0,Firmin Lambot,BEL,Mountain,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-09,7,Luchon to Perpignan,323 km (201 mi),Stage with mountain,Jean Rossius (BEL),323.0,Jean Rossius,BEL,Mountain,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-11,8,Perpignan to Aix-en-Provence,325 km (202 mi),Plain stage,Louis Heusghem (BEL),325.0,Louis Heusghem,BEL,Flat,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-14,9,Aix-en-Provence to Nice,356 km (221 mi),Stage with mountain,Philippe Thys (BEL),356.0,Philippe Thys,BEL,Mountain,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-16,10,Nice to Grenoble,333 km (207 mi),Stage with mountain,Hector Heusghem (BEL),333.0,Hector Heusghem,BEL,Mountain,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-18,11,Grenoble to Gex,362 km (225 mi),Stage with mountain,L̩on Scieur (BEL),362.0,L̩on Scieur,BEL,Mountain,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-20,12,Gex to Strasbourg,354 km (220 mi),Plain stage,Philippe Thys (BEL),354.0,Philippe Thys,BEL,Flat,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-22,13,Strasbourg to Metz,300 km (190 mi),Plain stage,Philippe Thys (BEL),300.0,Philippe Thys,BEL,Flat,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-24,14,Metz to Dunkerque,433 km (269 mi),Plain stage,F̩lix Goethals (FRA),433.0,F̩lix Goethals,FRA,Flat,1920,15,113,22,0.19469026548672566,19.469026548672566
1920,1920-07-27,15,Dunkerque to Paris,340 km (210 mi),Plain stage,Jean Rossius (BEL),340.0,Jean Rossius,BEL,Flat,1920,15,113,22,0.19469026548672566,19.469026548672566
1921,1921-06-26,1,Paris to Le Havre,388 km (241 mi),Plain stage,Louis Mottiat (BEL),388.0,Louis Mottiat,BEL,Flat,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-06-28,2,Le Havre to Cherbourg-en-Cotentin,364 km (226 mi),Plain stage,Romain Bellenger (FRA),364.0,Romain Bellenger,FRA,Flat,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-06-30,3,Cherbourg to Brest,405 km (252 mi),Plain stage,Leon Scieur (BEL),405.0,Leon Scieur,BEL,Flat,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-07-02,4,Brest to Les Sables-d'Olonne,412 km (256 mi),Plain stage,Louis Mottiat (BEL),412.0,Louis Mottiat,BEL,Flat,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-07-04,5,Les Sables-d'Olonne to Bayonne,482 km (300 mi),Plain stage,Louis Mottiat (BEL),482.0,Louis Mottiat,BEL,Flat,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-07-06,6,Bayonne to Luchon,326 km (203 mi),Stage with mountain(s),Hector Heusghem (BEL),326.0,Hector Heusghem,BEL,Mountain,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-07-08,7,Luchon to Perpignan,323 km (201 mi),Stage with mountain(s),Louis Mottiat (BEL),323.0,Louis Mottiat,BEL,Mountain,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-07-10,8,Perpignan to Toulon,411 km (255 mi),Plain stage,Luigi Lucotti (ITA),411.0,Luigi Lucotti,ITA,Flat,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-07-12,9,Toulon to Nice,272 km (169 mi),Stage with mountain(s),Firmin Lambot (BEL),272.0,Firmin Lambot,BEL,Mountain,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-07-14,10,Nice to Grenoble,333 km (207 mi),Stage with mountain(s),Leon Scieur (BEL),333.0,Leon Scieur,BEL,Mountain,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-07-16,11,Grenoble to Geneva,325 km (202 mi),Stage with mountain(s),F̩lix Goethals (FRA),325.0,F̩lix Goethals,FRA,Mountain,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-07-18,12,Geneva to Strasbourg,371 km (231 mi),Plain stage,Honor̩ Barth̩lemy (FRA),371.0,Honor̩ Barth̩lemy,FRA,Flat,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-07-20,13,Strasbourg to Metz,300 km (190 mi),Plain stage,F̩lix Sellier (BEL),300.0,F̩lix Sellier,BEL,Flat,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-07-22,14,Metz to Dunkerque,433 km (269 mi),Plain stage,F̩lix Goethals (FRA),433.0,F̩lix Goethals,FRA,Flat,1920,15,123,38,0.3089430894308943,30.89430894308943
1921,1921-07-24,15,Dunkerque to Paris,340 km (210 mi),Plain stage,F̩lix Goethals (FRA),340.0,F̩lix Goethals,FRA,Flat,1920,15,123,38,0.3089430894308943,30.89430894308943
1922,1922-06-25,1,Paris to Le Havre,388 km (241 mi),Plain stage,Robert Jacquinot (FRA),388.0,Robert Jacquinot,FRA,Flat,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-06-27,2,Le Havre to Cherbourg-en-Cotentin,364 km (226 mi),Plain stage,Romain Bellenger (FRA),364.0,Romain Bellenger,FRA,Flat,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-06-29,3,Cherbourg to Brest,405 km (252 mi),Plain stage,Robert Jacquinot (FRA),405.0,Robert Jacquinot,FRA,Flat,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-07-01,4,Brest to Les Sables d'Olonne,412 km (256 mi),Plain stage,Philippe Thys (BEL),412.0,Philippe Thys,BEL,Flat,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-07-03,5,Les Sables d'Olonne to Bayonne,482 km (300 mi),Plain stage,Jean Alavoine (FRA),482.0,Jean Alavoine,FRA,Flat,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-07-05,6,Bayonne to Luchon,326 km (203 mi),Stage with mountain(s),Jean Alavoine (FRA),326.0,Jean Alavoine,FRA,Mountain,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-07-07,7,Luchon to Perpignan,323 km (201 mi),Stage with mountain(s),Jean Alavoine (FRA),323.0,Jean Alavoine,FRA,Mountain,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-07-09,8,Perpignan to Toulon,411 km (255 mi),Plain stage,Philippe Thys (BEL),411.0,Philippe Thys,BEL,Flat,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-07-11,9,Toulon to Nice,284 km (176 mi),Stage with mountain(s),Philippe Thys (BEL),284.0,Philippe Thys,BEL,Mountain,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-07-13,10,Nice to Brian̤on,274 km (170 mi),Stage with mountain(s),Philippe Thys (BEL),274.0,Philippe Thys,BEL,Mountain,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-07-15,11,Brian̤on to Geneva,260 km (160 mi),Stage with mountain(s),Emile Masson (BEL)},260.0,Emile Masson (BEL)},,Mountain,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-07-17,12,Geneva to Strasbourg,371 km (231 mi),Plain stage,Emile Masson (BEL),371.0,Emile Masson,BEL,Flat,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-07-19,13,Strasbourg to Metz,300 km (190 mi),Plain stage,Federico Gay (ITA),300.0,Federico Gay,ITA,Flat,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-07-21,14,Metz to Dunkerque,433 km (269 mi),Plain stage,F̩lix Sellier (BEL),433.0,F̩lix Sellier,BEL,Flat,1920,15,121,38,0.3140495867768595,31.40495867768595
1922,1922-07-23,15,Dunkerque to Paris,340 km (210 mi),Plain stage,Philippe Thys (BEL),340.0,Philippe Thys,BEL,Flat,1920,15,121,38,0.3140495867768595,31.40495867768595
1923,1923-06-24,1,Paris to Le Havre,381 km (237 mi),Plain stage,Robert Jacquinot (FRA),381.0,Robert Jacquinot,FRA,Flat,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-06-26,2,Le Havre to Cherbourg-en-Cotentin,371 km (231 mi),Plain stage,Ottavio Bottecchia (ITA),371.0,Ottavio Bottecchia,ITA,Flat,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-06-28,3,Cherbourg to Brest,405 km (252 mi),Plain stage,Henri P̩lissier (FRA),405.0,Henri P̩lissier,FRA,Flat,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-06-30,4,Brest to Les Sables d'Olonne,412 km (256 mi),Plain stage,Albert Dejonghe (BEL),412.0,Albert Dejonghe,BEL,Flat,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-07-02,5,Les Sables d'Olonne to Bayonne,482 km (300 mi),Plain stage,Robert Jacquinot (FRA),482.0,Robert Jacquinot,FRA,Flat,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-07-04,6,Bayonne to Luchon,326 km (203 mi),Stage with mountain(s),Jean Alavoine (FRA),326.0,Jean Alavoine,FRA,Mountain,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-07-06,7,Luchon to Perpignan,323 km (201 mi),Stage with mountain(s),Jean Alavoine (FRA),323.0,Jean Alavoine,FRA,Mountain,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-07-08,8,Perpignan to Toulon,427 km (265 mi),Plain stage,Lucien Buysse (BEL),427.0,Lucien Buysse,BEL,Flat,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-07-10,9,Toulon to Nice,281 km (175 mi),Stage with mountain(s),Jean Alavoine (FRA),281.0,Jean Alavoine,FRA,Mountain,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-07-12,10,Nice to Brian̤on,275 km (171 mi),Stage with mountain(s),Henri P̩lissier (FRA),275.0,Henri P̩lissier,FRA,Mountain,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-07-14,11,Brian̤on to Geneva,260 km (160 mi),Stage with mountain(s),Henri P̩lissier (FRA),260.0,Henri P̩lissier,FRA,Mountain,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-07-16,12,Geneva to Strasbourg,377 km (234 mi),Plain stage,Joseph Muller (FRA),377.0,Joseph Muller,FRA,Flat,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-07-18,13,Strasbourg to Metz,300 km (190 mi),Plain stage,Romain Bellenger (FRA),300.0,Romain Bellenger,FRA,Flat,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-07-20,14,Metz to Dunkerque,433 km (269 mi),Plain stage,F̩lix Goethals (FRA),433.0,F̩lix Goethals,FRA,Flat,1920,15,139,48,0.34532374100719426,34.53237410071942
1923,1923-07-22,15,Dunkerque to Paris,343 km (213 mi),Plain stage,F̩lix Goethals (FRA),343.0,F̩lix Goethals,FRA,Flat,1920,15,139,48,0.34532374100719426,34.53237410071942
1924,1924-06-22,1,Paris to Le Havre,381 km (237 mi),Plain stage,Ottavio Bottecchia (ITA),381.0,Ottavio Bottecchia,ITA,Flat,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-06-24,2,Le Havre to Cherbourg-en-Cotentin,371 km (231 mi),Plain stage,Romain Bellenger (FRA),371.0,Romain Bellenger,FRA,Flat,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-06-26,3,Cherbourg to Brest,405 km (252 mi),Plain stage,Philippe Thys (BEL) Th̩ophile Beeckman (BEL),405.0,Philippe Thys (BEL) Th̩ophile Beeckman,BEL,Flat,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-06-28,4,Brest to Les Sables-d'Olonne,412 km (256 mi),Plain stage,F̩lix Goethals (FRA),412.0,F̩lix Goethals,FRA,Flat,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-06-30,5,Les Sables-d'Olonne to Bayonne,482 km (300 mi),Plain stage,Omer Huyse (BEL),482.0,Omer Huyse,BEL,Flat,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-07-02,6,Bayonne to Luchon,326 km (203 mi),Stage with mountain(s),Ottavio Bottecchia (ITA),326.0,Ottavio Bottecchia,ITA,Mountain,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-07-04,7,Luchon to Perpignan,323 km (201 mi),Stage with mountain(s),Ottavio Bottecchia (ITA),323.0,Ottavio Bottecchia,ITA,Mountain,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-07-06,8,Perpignan to Toulon,427 km (265 mi),Plain stage,Louis Mottiat (BEL),427.0,Louis Mottiat,BEL,Flat,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-07-08,9,Toulon to Nice,280 km (170 mi),Stage with mountain(s),Philippe Thys (BEL),280.0,Philippe Thys,BEL,Mountain,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-07-10,10,Nice to Brian̤on,275 km (171 mi),Stage with mountain(s),Giovanni Brunero (ITA),275.0,Giovanni Brunero,ITA,Mountain,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-07-12,11,Brian̤on to Gex,307 km (191 mi),Stage with mountain(s),Nicolas Frantz (LUX),307.0,Nicolas Frantz,LUX,Mountain,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-07-14,12,Gex to Strasbourg,360 km (220 mi),Stage with mountain(s),Nicolas Frantz (LUX),360.0,Nicolas Frantz,LUX,Mountain,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-07-16,13,Strasbourg to Metz,300 km (190 mi),Plain stage,Ars̬ne Alancourt (FRA),300.0,Ars̬ne Alancourt,FRA,Flat,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-07-18,14,Metz to Dunkerque,433 km (269 mi),Plain stage,Romain Bellenger (FRA),433.0,Romain Bellenger,FRA,Flat,1920,15,157,60,0.3821656050955414,38.21656050955414
1924,1924-07-20,15,Dunkerque to Paris,343 km (213 mi),Plain stage,Ottavio Bottecchia (ITA),343.0,Ottavio Bottecchia,ITA,Flat,1920,15,157,60,0.3821656050955414,38.21656050955414
1925,1925-06-21,1,Paris to Le Havre,340 km (210 mi),Plain stage,Ottavio Bottecchia (ITA),340.0,Ottavio Bottecchia,ITA,Flat,1920,18,130,49,0.3769230769230769,37.69230769230769
1925,1925-06-23,2,Le Havre to Cherbourg,371 km (231 mi),Plain stage,Romain Bellenger (FRA),371.0,Romain Bellenger,FRA,Flat,1920,18,130,49,0.3769230769230769,37.69230769230769
1925,1925-06-25,3,Cherbourg to Brest,405 km (252 mi),Plain stage,Louis Mottiat (BEL),405.0,Louis Mottiat,BEL,Flat,1920,18,130,49,0.3769230769230769,37.69230769230769
1925,1925-06-26,4,Brest to Vannes,208 km (129 mi),Plain stage,Nicolas Frantz (LUX),208.0,Nicolas Frantz,LUX,Flat,1920,18,130,49,0.3769230769230769,37.69230769230769
1925,1925-06-27,5,Vannes to Les Sables-d'Olonne,204 km (127 mi),Plain stage,Nicolas Frantz (LUX),204.0,Nicolas Frantz,LUX,Flat,1920,18,130,49,0.3769230769230769,37.69230769230769
1925,1925-06-28,6,Les Sables-d'Olonne to Bordeaux,293 km (182 mi),Plain stage,Ottavio Bottecchia (ITA),293.0,Ottavio Bottecchia,ITA,Flat,1920,18,130,49,0.3769230769230769,37.69230769230769
1925,1925-06-29,7,Bordeaux to Bayonne,189 km (117 mi),Plain stage,Ottavio Bottecchia (ITA),189.0,Ottavio Bottecchia,ITA,Flat,1920,18,130,49,0.3769230769230769,37.69230769230769
1925,1925-07-01,8,Bayonne to Luchon,326 km (203 mi),Stage with mountain(s),Adelin Benǫt (BEL),326.0,Adelin Benǫt,BEL,Mountain,1920,18,130,49,0.3769230769230769,37.69230769230769
1925,1925-07-03,9,Luchon to Perpignan,323 km (201 mi),Stage with mountain(s),Nicolas Frantz (LUX),323.0,Nicolas Frantz,LUX,Mountain,1920,18,130,49,0.3769230769230769,37.69230769230769
1925,1925-07-04,10,Perpignan to N̨mes,215 km (134 mi),Plain stage,Theophile Beeckman (BEL),215.0,Theophile Beeckman,BEL,Flat,1920,18,130,49,0.3769230769230769,37.69230769230769
1925,1925-07-05,11,N̨mes to Toulon,215 km (134 mi),Plain stage,Lucien Buysse (BEL),215.0,Lucien Buysse,BEL,Flat,1920,18,130,49,0.3769230769230769,37.69230769230769
